programid,concertnumber,eventtype,location,venue,date,time
8051,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-04-03,
284,1,Subscription Season,"Manhattan, NY",Academy of Music,1886-04-10,20:00
8052,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-11-05,
8052,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-11-06,
2201,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-11-13,20:00
6550,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-12-04,20:00
8053,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-12-10,
8053,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-12-11,
11608,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1886-12-30,20:00
8054,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-01-07,
8054,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-01-08,
2884,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-01-15,20:00
8055,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-02-11,
8055,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-02-12,
7239,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-02-19,20:00
8056,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-03-11,
8056,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-03-12,
4230,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-03-19,20:00
1164,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-04-09,20:00
8057,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-04-15,
8057,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-04-16,
8058,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-11-04,
8058,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-11-05,
3092,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-11-19,20:00
8059,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-11-25,
8059,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-11-26,
70,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-12-10,20:00
8060,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-12-16,
8060,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-12-17,
11609,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1887-12-29,20:00
8062,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-01-06,
8062,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-01-07,
3780,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-01-14,20:00
8063,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-01-27,
8063,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-01-28,
757,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-02-11,20:00
8064,1,Subscription Season,"Manhattan, NY",Unknown Venue,1888-02-24,
8064,2,Subscription Season,"Manhattan, NY",Unknown Venue,1888-02-25,
5122,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-03-10,20:00
2129,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-04-21,20:00
8065,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-11-02,
8065,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-11-03,
1027,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-11-17,20:00
8066,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-11-23,
8066,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-11-24,
5415,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-12-08,20:00
8067,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-12-14,
8067,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-12-15,
11610,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1888-12-28,20:15
1718,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-01-12,20:00
8068,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-01-18,
8068,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-01-19,
6117,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-02-09,20:00
8069,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-02-15,
8069,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-02-16,
3070,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-03-09,20:00
8949,1,Subscription Season,"Manhattan, NY",Unknown Venue,1889-03-15,
8949,2,Subscription Season,"Manhattan, NY",Unknown Venue,1889-03-16,
42,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-04-13,20:00
8950,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-11-08,
8950,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-11-09,
1958,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-11-16,20:00
6300,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-12-07,20:00
7921,1,Subscription Season,"Manhattan, NY",Unknown Venue,1889-12-13,
7921,2,Subscription Season,"Manhattan, NY",Unknown Venue,1889-12-14,20:15
11611,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1889-12-29,20:00
8071,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-01-03,
8071,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-01-04,
2620,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-01-11,20:00
8072,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-01-31,
8072,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-02-01,20:15
6962,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-02-08,20:00
8077,1,Subscription Season,"Manhattan, NY",Unknown Venue,1890-02-28,
8077,2,Subscription Season,"Manhattan, NY",Unknown Venue,1890-03-01,
3940,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-03-08,20:00
8078,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-03-28,
8078,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-03-29,
917,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-04-12,20:00
2840,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-11-15,20:00
8079,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-11-21,
8079,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-11-22,
7192,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-12-06,20:00
8080,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-12-12,
8080,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-12-13,
11612,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-12-26,14:00
11612,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1890-12-27,20:00
8081,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-01-02,
8081,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-01-03,
3521,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-01-10,20:00
8082,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-01-30,
8082,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-01-31,
481,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-02-07,20:00
8083,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-02-20,
8083,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-02-21,
4857,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-03-07,20:00
8084,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-03-20,
8084,2,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-03-21,
1814,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-04-11,20:00
9635,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-05-05,20:00
9859,1,Special,"Manhattan, NY",Carnegie Hall,1891-05-06,
9860,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-05-07,
9861,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-05-08,
9863,1,Special,"Manhattan, NY",Carnegie Hall,1891-05-09,
9743,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-05-09,
8085,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-11-13,14:00
8085,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-11-14,20:00
3730,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-11-21,20:00
8086,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-12-04,14:00
8086,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-12-05,20:00
13754,1,Tour,"Boston, MA",Music Hall,1891-12-09,
705,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1891-12-12,20:00
11613,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1891-12-30,20:00
4422,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-01-09,20:00
8087,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-01-15,14:00
8087,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-01-16,20:15
8088,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-02-05,14:00
8088,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-02-06,20:15
1367,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-02-13,20:00
8089,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-03-04,
8089,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-03-05,20:15
5770,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-03-12,20:00
8090,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-04-01,14:00
8090,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-04-02,20:15
2756,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-04-09,20:00
3239,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-04-21,20:00
3244,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-04-22,14:00
3248,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1892-04-23,20:00
9742,1,Special,"Manhattan, NY",Carnegie Hall,1892-10-21,20:15
8091,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-11-11,14:00
8091,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-11-12,20:15
1678,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-11-18,14:00
1678,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-11-19,20:00
8092,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-12-02,14:00
8092,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-12-03,20:15
6073,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-12-16,14:00
6073,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-12-17,20:15
11614,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1892-12-30,20:00
11616,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-01-04,
8093,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-01-06,14:00
8093,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-01-07,20:15
2391,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-01-13,14:00
2391,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-01-14,20:15
8104,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-03,14:00
8104,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-04,20:15
6730,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-10,14:00
6730,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-11,20:15
13755,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-21,14:30
13756,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-23,14:30
13757,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-02-25,20:30
3710,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-03,14:00
3710,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-04,20:15
8105,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-10,14:00
8105,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-11,20:15
3714,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-24,14:00
3714,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-03-25,20:15
8106,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-04-14,14:00
8106,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-04-15,20:25
8107,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-11-10,14:00
8107,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-11-11,20:15
2589,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-11-17,14:00
2589,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-11-18,20:15
9741,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-11-19,20:15
8108,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-08,14:00
8108,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-09,20:15
6924,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-15,14:00
6924,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-16,20:15
11622,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-29,14:00
11622,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1893-12-30,20:00
8109,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-05,14:00
8109,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-06,20:15
3280,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-12,14:00
3280,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-13,20:15
8110,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-26,
8110,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-01-27,
252,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-02-09,14:00
252,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-02-10,20:15
8111,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-02-16,
8111,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-02-17,
4619,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-03-09,14:00
4619,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-03-10,20:15
8112,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-03-16,14:00
8112,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-03-17,20:15
1598,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-04-06,14:00
1598,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-04-07,20:15
8113,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-11-09,14:00
8113,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-11-10,20:15
3497,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-11-16,14:00
3497,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-11-17,20:15
8114,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-12-07,14:00
8114,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-12-08,20:15
435,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-12-14,14:00
435,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-12-15,20:15
11624,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1894-12-29,20:15
8115,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-04,14:00
8115,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-05,20:15
10576,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-06,20:15
4191,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-11,14:00
4191,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-12,20:15
8117,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-01-15,
8118,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-01,14:00
8118,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-02,20:15
1134,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-08,14:00
1134,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-09,20:15
8119,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-22,
8119,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-02-23,
13806,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-01,20:00
13807,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-06,20:00
5519,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-03-08,14:00
5519,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-03-09,20:15
13811,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-11,20:00
13812,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-13,20:00
13813,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-15,20:00
8121,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-03-22,14:00
8121,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1895-03-23,20:15
13814,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-22,20:00
13815,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-23,14:00
13816,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1895-03-28,20:00
